FoldingJib,MainJib,Outreach,Height,Condition,Environment,Cd,Load
91.59,54.86,27.61,23.75,Cdyn200,Subsea,2.0,25.49
91.59,61.71,25.15,26.76,Cdyn200,Subsea,2.0,25.52
91.59,68.57,22.35,29.45,Cdyn200,Subsea,2.0,25.45
91.59,75.43,19.24,31.78,Cdyn200,Subsea,2.0,25.68
91.59,82.29,15.88,33.73,Cdyn200,Subsea,2.0,26.38
91.59,84.0,15.01,34.16,Cdyn200,Subsea,2.0,26.63
99.92,0.0,33.52,-4.98,Cdyn200,Subsea,2.0,21.09
99.92,6.86,34.45,-1.07,Cdyn200,Subsea,2.0,20.22
99.92,13.71,34.9,2.93,Cdyn200,Subsea,2.0,19.8
99.92,20.57,34.88,6.96,Cdyn200,Subsea,2.0,19.83
99.92,27.43,34.37,10.95,Cdyn200,Subsea,2.0,20.3
99.92,34.29,33.39,14.85,Cdyn200,Subsea,2.0,21.21
99.92,41.14,31.95,18.61,Cdyn200,Subsea,2.0,22.55
99.92,48.0,30.07,22.17,Cdyn200,Subsea,2.0,25.46
99.92,54.86,27.78,25.48,Cdyn200,Subsea,2.0,25.59
99.92,61.71,25.11,28.49,Cdyn200,Subsea,2.0,25.46
99.92,68.57,22.1,31.17,Cdyn200,Subsea,2.0,25.79
99.92,75.43,18.8,33.46,Cdyn200,Subsea,2.0,26.59
99.92,82.29,15.24,35.34,Cdyn200,Subsea,2.0,27.93
99.92,84.0,14.32,35.75,Cdyn200,Subsea,2.0,28.36
102.0,0.0,33.88,-4.74,Cdyn200,Subsea,2.0,20.75
102.0,6.86,34.78,-0.78,Cdyn200,Subsea,2.0,19.92
102.0,13.71,35.19,3.26,Cdyn200,Subsea,2.0,19.54
102.0,20.57,35.12,7.31,Cdyn200,Subsea,2.0,19.6
102.0,27.43,34.57,11.33,Cdyn200,Subsea,2.0,20.11
102.0,34.29,33.54,15.26,Cdyn200,Subsea,2.0,21.07
102.0,41.14,32.06,19.03,Cdyn200,Subsea,2.0,22.45
102.0,48.0,30.13,22.6,Cdyn200,Subsea,2.0,25.45
102.0,54.86,27.78,25.91,Cdyn200,Subsea,2.0,25.5
102.0,61.71,25.06,28.92,Cdyn200,Subsea,2.0,25.51
102.0,68.57,22.0,31.59,Cdyn200,Subsea,2.0,25.98
102.0,75.43,18.65,33.87,Cdyn200,Subsea,2.0,26.94
102.0,82.29,15.04,35.73,Cdyn200,Subsea,2.0,28.45
102.0,84.0,14.11,36.13,Cdyn200,Subsea,2.0,28.93
